Product Key,Order Date Key,Reseller Key,Employee Key,Promotion Key,Unit Price,Product Standard Cost,Total Product Cost,Sales Amount,Tax Amt,Freight
218,20180308,608,287,1,5.70,3.40,16.98,28.50,2.28,0.71
292,20180308,608,287,1,818.70,706.81,2827.24,3274.80,261.98,81.87
346,20180308,608,287,1,2039.99,1912.15,11472.93,12239.96,979.20,306.00
300,20180308,608,287,1,809.76,699.09,1398.19,1619.52,129.56,40.49
229,20180308,608,287,1,28.84,31.72,63.45,57.68,4.61,1.44
344,20180308,608,287,1,2039.99,1912.15,9560.77,10199.97,816.00,255.00
296,20180308,608,287,1,714.70,617.03,1851.08,2144.11,171.53,53.60
348,20180308,279,285,1,2024.99,1898.09,5694.28,6074.98,486.00,151.87
347,20180308,279,285,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
346,20180308,279,285,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
344,20180308,279,285,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
215,20180308,279,285,1,20.19,12.03,24.06,40.37,3.23,1.01
220,20180308,279,285,1,20.19,12.03,24.06,40.37,3.23,1.01
232,20180308,279,285,1,28.84,31.72,126.90,115.36,9.23,2.88
351,20180308,279,285,1,2024.99,1898.09,1898.09,2024.99,162.00,50.62
345,20180308,279,285,1,2039.99,1912.15,3824.31,4079.99,326.40,102.00
212,20180308,279,285,1,20.19,12.03,12.03,20.19,1.61,0.50
223,20180308,279,285,1,5.19,5.71,28.53,25.93,2.07,0.65
332,20180308,54,281,1,419.46,413.15,2065.73,2097.29,167.78,52.43
220,20180308,54,281,1,20.19,12.03,36.08,60.56,4.84,1.51
326,20180308,54,281,1,419.46,413.15,826.29,838.92,67.11,20.97
316,20180308,54,281,1,874.79,884.71,5308.25,5248.76,419.90,131.22
253,20180308,54,281,1,178.58,176.20,528.60,535.74,42.86,13.39
324,20180308,54,281,1,419.46,413.15,2892.02,2936.21,234.90,73.41
232,20180308,54,281,1,28.84,31.72,158.62,144.20,11.54,3.61
272,20180308,54,281,1,183.94,181.49,544.46,551.81,44.15,13.80
330,20180308,54,281,1,419.46,413.15,826.29,838.92,67.11,20.97
270,20180308,54,281,1,183.94,181.49,725.94,735.75,58.86,18.39
328,20180308,54,281,1,419.46,413.15,2065.73,2097.29,167.78,52.43
334,20180308,54,281,1,419.46,413.15,826.29,838.92,67.11,20.97
338,20180308,54,281,1,419.46,413.15,826.29,838.92,67.11,20.97
229,20180308,54,281,1,28.84,31.72,190.35,173.04,13.84,4.33
285,20180308,54,281,1,178.58,176.20,528.60,535.74,42.86,13.39
212,20180308,54,281,1,20.19,12.03,24.06,40.37,3.23,1.01
275,20180308,54,281,1,356.90,352.14,352.14,356.90,28.55,8.92
310,20180308,54,281,1,2146.96,2171.29,4342.59,4293.92,343.51,107.35
315,20180308,54,281,1,874.79,884.71,8847.08,8747.94,699.84,218.70
322,20180308,54,281,1,419.46,413.15,1239.44,1258.38,100.67,31.46
235,20180308,54,281,1,28.84,31.72,126.90,115.36,9.23,2.88
314,20180308,54,281,1,2146.96,2171.29,8685.18,8587.85,687.03,214.70
342,20180308,54,281,1,419.46,413.15,1239.44,1258.38,100.67,31.46
317,20180308,54,281,1,874.79,884.71,2654.12,2624.38,209.95,65.61
319,20180308,54,281,1,874.79,884.71,7962.37,7873.15,629.85,196.83
264,20180308,54,281,1,183.94,181.49,181.49,183.94,14.72,4.60
276,20180308,54,281,1,356.90,352.14,1408.56,1427.59,114.21,35.69
262,20180308,54,281,1,183.94,181.49,362.97,367.88,29.43,9.20
215,20180308,54,281,1,20.19,12.03,36.08,60.56,4.84,1.51
223,20180308,54,281,1,5.19,5.71,34.23,31.12,2.49,0.78
344,20180308,602,285,1,2039.99,1912.15,11472.93,12239.96,979.20,306.00
349,20180308,602,285,1,2024.99,1898.09,7592.38,8099.98,648.00,202.50
304,20180308,602,285,1,714.70,617.03,617.03,714.70,57.18,17.87
218,20180308,602,285,1,5.70,3.40,20.38,34.20,2.74,0.86
351,20180308,602,285,1,2024.99,1898.09,5694.28,6074.98,486.00,151.87
220,20180308,602,285,1,20.19,12.03,12.03,20.19,1.61,0.50
307,20180308,602,285,1,722.59,623.84,623.84,722.59,57.81,18.06
348,20180308,602,285,1,2024.99,1898.09,5694.28,6074.98,486.00,151.87
296,20180308,602,285,1,714.70,617.03,1234.06,1429.41,114.35,35.74
218,20180308,576,281,1,5.70,3.40,20.38,34.20,2.74,0.86
212,20180308,576,281,1,20.19,12.03,24.06,40.37,3.23,1.01
349,20180308,576,281,1,2024.99,1898.09,5694.28,6074.98,486.00,151.87
215,20180308,576,281,1,20.19,12.03,60.14,100.93,8.07,2.52
346,20180308,576,281,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
235,20180308,576,281,1,28.84,31.72,31.72,28.84,2.31,0.72
344,20180308,576,281,1,2039.99,1912.15,3824.31,4079.99,326.40,102.00
351,20180308,576,281,1,2024.99,1898.09,3796.19,4049.99,324.00,101.25
345,20180308,576,281,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
350,20180308,576,281,1,2024.99,1898.09,1898.09,2024.99,162.00,50.62
351,20180308,585,285,1,2024.99,1898.09,3796.19,4049.99,324.00,101.25
317,20180308,170,285,1,874.79,884.71,884.71,874.79,69.98,21.87
334,20180308,170,285,1,419.46,413.15,1239.44,1258.38,100.67,31.46
330,20180308,170,285,1,419.46,413.15,413.15,419.46,33.56,10.49
316,20180308,170,285,1,874.79,884.71,4423.54,4373.97,349.92,109.35
315,20180308,170,285,1,874.79,884.71,1769.42,1749.59,139.97,43.74
338,20180308,170,285,1,419.46,413.15,413.15,419.46,33.56,10.49
324,20180308,170,285,1,419.46,413.15,826.29,838.92,67.11,20.97
328,20180308,170,285,1,419.46,413.15,826.29,838.92,67.11,20.97
342,20180308,170,285,1,419.46,413.15,2065.73,2097.29,167.78,52.43
314,20180308,170,285,1,2146.96,2171.29,8685.18,8587.85,687.03,214.70
212,20180308,170,285,1,20.19,12.03,12.03,20.19,1.61,0.50
270,20180308,170,285,1,183.94,181.49,362.97,367.88,29.43,9.20
326,20180308,170,285,1,419.46,413.15,1239.44,1258.38,100.67,31.46
285,20180308,170,285,1,178.58,176.20,528.60,535.74,42.86,13.39
322,20180308,170,285,1,419.46,413.15,1239.44,1258.38,100.67,31.46
332,20180308,170,285,1,419.46,413.15,413.15,419.46,33.56,10.49
262,20180308,170,285,1,183.94,181.49,362.97,367.88,29.43,9.20
229,20180407,215,281,1,28.84,31.72,63.45,57.68,4.61,1.44
342,20180407,510,282,1,419.46,413.15,413.15,419.46,33.56,10.49
346,20180407,442,288,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
215,20180407,442,288,1,20.19,12.03,36.08,60.56,4.84,1.51
300,20180407,442,288,1,809.76,699.09,699.09,809.76,64.78,20.24
288,20180407,442,288,1,722.59,623.84,1247.68,1445.19,115.62,36.13
235,20180407,442,288,1,28.84,31.72,126.90,115.36,9.23,2.88
229,20180407,442,288,1,28.84,31.72,95.17,86.52,6.92,2.16
212,20180407,442,288,1,20.19,12.03,24.06,40.37,3.23,1.01
345,20180407,442,288,1,2039.99,1912.15,3824.31,4079.99,326.40,102.00
220,20180407,442,288,1,20.19,12.03,48.11,80.75,6.46,2.02
299,20180407,442,288,1,809.76,699.09,699.09,809.76,64.78,20.24
293,20180407,442,288,1,722.59,623.84,1247.68,1445.19,115.62,36.13
296,20180407,442,288,1,714.70,617.03,617.03,714.70,57.18,17.87
232,20180407,442,288,1,28.84,31.72,190.35,173.04,13.84,4.33
348,20180407,442,288,1,2024.99,1898.09,15184.76,16199.95,1296.00,405.00
344,20180407,442,288,1,2039.99,1912.15,5736.46,6119.98,489.60,153.00
319,20180407,227,288,1,874.79,884.71,7077.67,6998.35,559.87,174.96
317,20180407,227,288,1,874.79,884.71,1769.42,1749.59,139.97,43.74
272,20180407,227,288,1,183.94,181.49,181.49,183.94,14.72,4.60
316,20180407,227,288,1,874.79,884.71,1769.42,1749.59,139.97,43.74
314,20180407,227,288,1,2146.96,2171.29,4342.59,4293.92,343.51,107.35
326,20180407,227,288,1,419.46,413.15,2065.73,2097.29,167.78,52.43
342,20180407,227,288,2,405.48,413.15,4957.76,4768.41,381.47,119.21
279,20180407,227,288,1,178.58,176.20,176.20,178.58,14.29,4.46
328,20180407,227,288,1,419.46,413.15,3305.17,3355.67,268.45,83.89
264,20180407,227,288,1,183.94,181.49,181.49,183.94,14.72,4.60
253,20180407,227,288,1,178.58,176.20,528.60,535.74,42.86,13.39
338,20180407,227,288,1,419.46,413.15,826.29,838.92,67.11,20.97
336,20180407,227,288,1,419.46,413.15,413.15,419.46,33.56,10.49
270,20180407,227,288,1,183.94,181.49,181.49,183.94,14.72,4.60
310,20180407,227,288,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
324,20180407,227,288,1,419.46,413.15,826.29,838.92,67.11,20.97
276,20180407,227,288,1,356.90,352.14,704.28,713.80,57.10,17.84
330,20180407,227,288,1,419.46,413.15,826.29,838.92,67.11,20.97
262,20180407,227,288,1,183.94,181.49,544.46,551.81,44.15,13.80
332,20180407,227,288,1,419.46,413.15,2478.88,2516.75,201.34,62.92
238,20180407,227,288,1,758.08,747.97,1495.94,1516.15,121.29,37.90
220,20180407,227,288,1,20.19,12.03,24.06,40.37,3.23,1.01
340,20180407,227,288,1,419.46,413.15,826.29,838.92,67.11,20.97
266,20180407,227,288,1,183.94,181.49,181.49,183.94,14.72,4.60
334,20180407,227,288,1,419.46,413.15,413.15,419.46,33.56,10.49
315,20180407,227,288,1,874.79,884.71,5308.25,5248.76,419.90,131.22
285,20180407,227,288,1,178.58,176.20,352.40,357.16,28.57,8.93
212,20180407,146,289,1,20.19,12.03,36.08,60.56,4.84,1.51
232,20180407,146,289,1,28.84,31.72,31.72,28.84,2.31,0.72
351,20180407,146,289,1,2024.99,1898.09,13286.66,14174.96,1134.00,354.37
218,20180407,146,289,3,5.23,3.40,78.11,114.17,9.13,2.85
229,20180407,146,289,1,28.84,31.72,158.62,144.20,11.54,3.61
345,20180407,146,289,1,2039.99,1912.15,11472.93,12239.96,979.20,306.00
347,20180407,146,289,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
215,20180407,146,289,1,20.19,12.03,36.08,60.56,4.84,1.51
344,20180407,146,289,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
235,20180407,146,289,1,28.84,31.72,31.72,28.84,2.31,0.72
349,20180407,146,289,1,2024.99,1898.09,18980.94,20249.94,1620.00,506.25
348,20180407,146,289,1,2024.99,1898.09,7592.38,8099.98,648.00,202.50
350,20180407,146,289,1,2024.99,1898.09,7592.38,8099.98,648.00,202.50
346,20180407,146,289,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
220,20180407,146,289,1,20.19,12.03,48.11,80.75,6.46,2.02
223,20180407,146,289,1,5.19,5.71,5.71,5.19,0.41,0.13
218,20180407,397,286,2,5.51,3.40,40.76,64.80,5.18,1.62
348,20180407,397,286,1,2024.99,1898.09,3796.19,4049.99,324.00,101.25
219,20180407,397,286,1,5.70,3.40,20.38,34.20,2.74,0.86
344,20180407,397,286,1,2039.99,1912.15,5736.46,6119.98,489.60,153.00
292,20180407,397,286,1,818.70,706.81,2120.43,2456.10,196.49,61.40
351,20180407,397,286,1,2024.99,1898.09,3796.19,4049.99,324.00,101.25
347,20180407,397,286,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
346,20180407,397,286,1,2039.99,1912.15,9560.77,10199.97,816.00,255.00
345,20180407,397,286,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
349,20180407,397,286,1,2024.99,1898.09,3796.19,4049.99,324.00,101.25
350,20180407,397,286,1,2024.99,1898.09,5694.28,6074.98,486.00,151.87
296,20180407,397,286,1,714.70,617.03,1234.06,1429.41,114.35,35.74
307,20180407,397,286,1,722.59,623.84,2495.36,2890.38,231.23,72.26
317,20180407,511,282,1,874.79,884.71,884.71,874.79,69.98,21.87
314,20180407,511,282,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
330,20180407,511,282,1,419.46,413.15,413.15,419.46,33.56,10.49
334,20180407,511,282,1,419.46,413.15,826.29,838.92,67.11,20.97
328,20180407,511,282,1,419.46,413.15,413.15,419.46,33.56,10.49
338,20180407,511,282,1,419.46,413.15,826.29,838.92,67.11,20.97
346,20180407,646,283,1,2039.99,1912.15,3824.31,4079.99,326.40,102.00
350,20180407,646,283,1,2024.99,1898.09,3796.19,4049.99,324.00,101.25
349,20180407,646,283,1,2024.99,1898.09,1898.09,2024.99,162.00,50.62
218,20180407,646,283,1,5.70,3.40,10.19,17.10,1.37,0.43
344,20180407,646,283,1,2039.99,1912.15,5736.46,6119.98,489.60,153.00
324,20180407,514,288,1,419.46,413.15,1652.59,1677.84,134.23,41.95
340,20180407,514,288,1,419.46,413.15,413.15,419.46,33.56,10.49
262,20180407,514,288,1,183.94,181.49,725.94,735.75,58.86,18.39
235,20180407,514,288,1,28.84,31.72,31.72,28.84,2.31,0.72
319,20180407,514,288,1,874.79,884.71,1769.42,1749.59,139.97,43.74
322,20180407,514,288,1,419.46,413.15,2478.88,2516.75,201.34,62.92
336,20180407,514,288,1,419.46,413.15,413.15,419.46,33.56,10.49
238,20180407,514,288,1,758.08,747.97,747.97,758.08,60.65,18.95
232,20180407,514,288,1,28.84,31.72,126.90,115.36,9.23,2.88
220,20180407,514,288,1,20.19,12.03,12.03,20.19,1.61,0.50
270,20180407,514,288,1,183.94,181.49,907.43,919.69,73.58,22.99
276,20180407,514,288,1,356.90,352.14,1056.42,1070.69,85.66,26.77
334,20180407,514,288,1,419.46,413.15,1652.59,1677.84,134.23,41.95
317,20180407,514,288,1,874.79,884.71,2654.12,2624.38,209.95,65.61
285,20180407,514,288,1,178.58,176.20,528.60,535.74,42.86,13.39
223,20180407,514,288,1,5.19,5.71,11.41,10.37,0.83,0.26
332,20180407,514,288,1,419.46,413.15,2065.73,2097.29,167.78,52.43
315,20180407,514,288,1,874.79,884.71,2654.12,2624.38,209.95,65.61
342,20180407,514,288,1,419.46,413.15,1239.44,1258.38,100.67,31.46
338,20180407,514,288,1,419.46,413.15,1652.59,1677.84,134.23,41.95
212,20180407,514,288,1,20.19,12.03,36.08,60.56,4.84,1.51
229,20180407,514,288,1,28.84,31.72,31.72,28.84,2.31,0.72
253,20180407,514,288,1,178.58,176.20,881.00,892.90,71.43,22.32
264,20180407,514,288,1,183.94,181.49,544.46,551.81,44.15,13.80
272,20180407,514,288,1,183.94,181.49,544.46,551.81,44.15,13.80
241,20180407,514,288,1,758.08,747.97,2243.90,2274.23,181.94,56.86
328,20180407,514,288,1,419.46,413.15,1652.59,1677.84,134.23,41.95
316,20180407,514,288,1,874.79,884.71,2654.12,2624.38,209.95,65.61
215,20180407,514,288,1,20.19,12.03,48.11,80.75,6.46,2.02
326,20180407,514,288,1,419.46,413.15,2478.88,2516.75,201.34,62.92
310,20180407,514,288,1,2146.96,2171.29,6513.88,6440.89,515.27,161.02
330,20180407,514,288,1,419.46,413.15,826.29,838.92,67.11,20.97
314,20180407,514,288,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
279,20180407,514,288,1,178.58,176.20,176.20,178.58,14.29,4.46
348,20180407,504,281,1,2024.99,1898.09,1898.09,2024.99,162.00,50.62
344,20180407,504,281,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
218,20180407,504,281,1,5.70,3.40,10.19,17.10,1.37,0.43
319,20180407,383,287,1,874.79,884.71,1769.42,1749.59,139.97,43.74
342,20180407,383,287,1,419.46,413.15,413.15,419.46,33.56,10.49
322,20180407,383,287,1,419.46,413.15,413.15,419.46,33.56,10.49
326,20180407,383,287,1,419.46,413.15,1239.44,1258.38,100.67,31.46
288,20180407,578,289,1,722.59,623.84,2495.36,2890.38,231.23,72.26
299,20180407,578,289,1,809.76,699.09,1398.19,1619.52,129.56,40.49
223,20180407,643,281,1,5.19,5.71,5.71,5.19,0.41,0.13
342,20180407,643,281,1,419.46,413.15,1239.44,1258.38,100.67,31.46
332,20180407,643,281,1,419.46,413.15,413.15,419.46,33.56,10.49
319,20180407,643,281,1,874.79,884.71,1769.42,1749.59,139.97,43.74
340,20180407,618,281,1,419.46,413.15,413.15,419.46,33.56,10.49
320,20180407,618,281,1,419.46,413.15,413.15,419.46,33.56,10.49
262,20180407,618,281,1,183.94,181.49,725.94,735.75,58.86,18.39
334,20180407,618,281,1,419.46,413.15,826.29,838.92,67.11,20.97
314,20180407,618,281,1,2146.96,2171.29,6513.88,6440.89,515.27,161.02
223,20180407,618,281,1,5.19,5.71,11.41,10.37,0.83,0.26
324,20180407,618,281,1,419.46,413.15,413.15,419.46,33.56,10.49
328,20180407,618,281,1,419.46,413.15,826.29,838.92,67.11,20.97
270,20180407,618,281,1,183.94,181.49,181.49,183.94,14.72,4.60
215,20180407,618,281,1,20.19,12.03,48.11,80.75,6.46,2.02
212,20180407,618,281,1,20.19,12.03,12.03,20.19,1.61,0.50
229,20180407,618,281,1,28.84,31.72,63.45,57.68,4.61,1.44
312,20180407,618,281,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
326,20180407,618,281,1,419.46,413.15,413.15,419.46,33.56,10.49
330,20180407,618,281,1,419.46,413.15,413.15,419.46,33.56,10.49
322,20180407,618,281,1,419.46,413.15,826.29,838.92,67.11,20.97
336,20180407,618,281,1,419.46,413.15,1652.59,1677.84,134.23,41.95
315,20180407,618,281,1,874.79,884.71,884.71,874.79,69.98,21.87
338,20180407,618,281,1,419.46,413.15,826.29,838.92,67.11,20.97
235,20180407,618,281,1,28.84,31.72,63.45,57.68,4.61,1.44
232,20180407,618,281,1,28.84,31.72,63.45,57.68,4.61,1.44
285,20180407,618,281,1,178.58,176.20,176.20,178.58,14.29,4.46
332,20180407,618,281,1,419.46,413.15,826.29,838.92,67.11,20.97
316,20180407,618,281,1,874.79,884.71,884.71,874.79,69.98,21.87
313,20180407,618,281,1,2146.96,2171.29,4342.59,4293.92,343.51,107.35
296,20180407,119,288,1,714.70,617.03,617.03,714.70,57.18,17.87
348,20180407,119,288,1,2024.99,1898.09,7592.38,8099.98,648.00,202.50
218,20180407,119,288,3,5.23,3.40,61.13,89.35,7.15,2.23
347,20180407,119,288,1,2039.99,1912.15,7648.62,8159.98,652.80,204.00
344,20180407,119,288,1,2039.99,1912.15,11472.93,12239.96,979.20,306.00
351,20180407,119,288,1,2024.99,1898.09,7592.38,8099.98,648.00,202.50
307,20180407,119,288,1,722.59,623.84,623.84,722.59,57.81,18.06
349,20180407,119,288,1,2024.99,1898.09,7592.38,8099.98,648.00,202.50
350,20180407,119,288,1,2024.99,1898.09,9490.47,10124.97,810.00,253.12
292,20180407,119,288,1,818.70,706.81,1413.62,1637.40,130.99,40.94
346,20180407,119,288,1,2039.99,1912.15,3824.31,4079.99,326.40,102.00
342,20180407,83,288,1,419.46,413.15,413.15,419.46,33.56,10.49
332,20180407,83,288,1,419.46,413.15,1239.44,1258.38,100.67,31.46
326,20180407,83,288,1,419.46,413.15,1239.44,1258.38,100.67,31.46
322,20180407,83,288,1,419.46,413.15,1239.44,1258.38,100.67,31.46
232,20180407,83,288,1,28.84,31.72,63.45,57.68,4.61,1.44
324,20180407,83,288,1,419.46,413.15,826.29,838.92,67.11,20.97
319,20180407,83,288,1,874.79,884.71,1769.42,1749.59,139.97,43.74
315,20180407,83,288,1,874.79,884.71,2654.12,2624.38,209.95,65.61
223,20180407,83,288,1,5.19,5.71,11.41,10.37,0.83,0.26
285,20180407,670,283,1,178.58,176.20,176.20,178.58,14.29,4.46
342,20180407,670,283,1,419.46,413.15,1652.59,1677.84,134.23,41.95
328,20180407,670,283,1,419.46,413.15,413.15,419.46,33.56,10.49
215,20180407,670,283,1,20.19,12.03,60.14,100.93,8.07,2.52
275,20180407,670,283,1,356.90,352.14,352.14,356.90,28.55,8.92
340,20180407,670,283,1,419.46,413.15,826.29,838.92,67.11,20.97
317,20180407,670,283,1,874.79,884.71,884.71,874.79,69.98,21.87
311,20180407,670,283,1,2146.96,2171.29,6513.88,6440.89,515.27,161.02
212,20180407,670,283,1,20.19,12.03,24.06,40.37,3.23,1.01
338,20180407,670,283,1,419.46,413.15,826.29,838.92,67.11,20.97
310,20180407,670,283,1,2146.96,2171.29,10856.47,10734.81,858.78,268.37
316,20180407,670,283,1,874.79,884.71,1769.42,1749.59,139.97,43.74
315,20180407,670,283,1,874.79,884.71,884.71,874.79,69.98,21.87
313,20180407,670,283,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
235,20180407,670,283,1,28.84,31.72,31.72,28.84,2.31,0.72
229,20180407,670,283,1,28.84,31.72,63.45,57.68,4.61,1.44
223,20180407,670,283,1,5.19,5.71,22.82,20.75,1.66,0.52
262,20180407,670,283,1,183.94,181.49,544.46,551.81,44.15,13.80
270,20180407,670,283,1,183.94,181.49,181.49,183.94,14.72,4.60
326,20180407,670,283,1,419.46,413.15,413.15,419.46,33.56,10.49
334,20180407,670,283,1,419.46,413.15,826.29,838.92,67.11,20.97
332,20180407,670,283,1,419.46,413.15,413.15,419.46,33.56,10.49
319,20180407,670,283,1,874.79,884.71,884.71,874.79,69.98,21.87
336,20180407,670,283,1,419.46,413.15,413.15,419.46,33.56,10.49
330,20180407,670,283,1,419.46,413.15,413.15,419.46,33.56,10.49
318,20180407,670,283,1,874.79,884.71,884.71,874.79,69.98,21.87
351,20180407,17,281,1,2024.99,1898.09,1898.09,2024.99,162.00,50.62
347,20180407,17,281,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
346,20180407,17,281,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
349,20180407,17,281,1,2024.99,1898.09,1898.09,2024.99,162.00,50.62
223,20180407,17,281,1,5.19,5.71,17.12,15.56,1.24,0.39
219,20180407,17,281,1,5.70,3.40,10.19,17.10,1.37,0.43
232,20180407,17,281,1,28.84,31.72,31.72,28.84,2.31,0.72
345,20180407,17,281,1,2039.99,1912.15,1912.15,2039.99,163.20,51.00
235,20180407,679,284,1,28.84,31.72,126.90,115.36,9.23,2.88
270,20180407,679,284,1,183.94,181.49,181.49,183.94,14.72,4.60
275,20180407,679,284,1,356.90,352.14,352.14,356.90,28.55,8.92
334,20180407,679,284,1,419.46,413.15,413.15,419.46,33.56,10.49
336,20180407,679,284,1,419.46,413.15,413.15,419.46,33.56,10.49
319,20180407,679,284,1,874.79,884.71,884.71,874.79,69.98,21.87
324,20180407,679,284,1,419.46,413.15,413.15,419.46,33.56,10.49
312,20180407,679,284,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
315,20180407,679,284,1,874.79,884.71,1769.42,1749.59,139.97,43.74
318,20180407,679,284,1,874.79,884.71,884.71,874.79,69.98,21.87
328,20180407,679,284,1,419.46,413.15,413.15,419.46,33.56,10.49
332,20180407,679,284,1,419.46,413.15,826.29,838.92,67.11,20.97
212,20180407,679,284,1,20.19,12.03,60.14,100.93,8.07,2.52
314,20180407,679,284,1,2146.96,2171.29,10856.47,10734.81,858.78,268.37
338,20180407,679,284,1,419.46,413.15,826.29,838.92,67.11,20.97
262,20180407,679,284,1,183.94,181.49,181.49,183.94,14.72,4.60
326,20180407,679,284,1,419.46,413.15,413.15,419.46,33.56,10.49
342,20180407,679,284,1,419.46,413.15,413.15,419.46,33.56,10.49
340,20180407,679,284,1,419.46,413.15,1652.59,1677.84,134.23,41.95
272,20180407,679,284,1,183.94,181.49,181.49,183.94,14.72,4.60
316,20180407,679,284,1,874.79,884.71,2654.12,2624.38,209.95,65.61
317,20180407,679,284,1,874.79,884.71,884.71,874.79,69.98,21.87
264,20180407,679,284,1,183.94,181.49,181.49,183.94,14.72,4.60
253,20180407,679,284,1,178.58,176.20,352.40,357.16,28.57,8.93
232,20180407,679,284,1,28.84,31.72,31.72,28.84,2.31,0.72
285,20180407,679,284,1,178.58,176.20,176.20,178.58,14.29,4.46
220,20180407,679,284,1,20.19,12.03,24.06,40.37,3.23,1.01
326,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
334,20180407,203,287,1,419.46,413.15,826.29,838.92,67.11,20.97
235,20180407,203,287,1,28.84,31.72,31.72,28.84,2.31,0.72
212,20180407,203,287,1,20.19,12.03,12.03,20.19,1.61,0.50
338,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
342,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
262,20180407,203,287,1,183.94,181.49,181.49,183.94,14.72,4.60
232,20180407,203,287,1,28.84,31.72,31.72,28.84,2.31,0.72
229,20180407,203,287,1,28.84,31.72,95.17,86.52,6.92,2.16
316,20180407,203,287,1,874.79,884.71,884.71,874.79,69.98,21.87
324,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
264,20180407,203,287,1,183.94,181.49,181.49,183.94,14.72,4.60
312,20180407,203,287,1,2146.96,2171.29,10856.47,10734.81,858.78,268.37
332,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
318,20180407,203,287,1,874.79,884.71,1769.42,1749.59,139.97,43.74
314,20180407,203,287,1,2146.96,2171.29,4342.59,4293.92,343.51,107.35
270,20180407,203,287,1,183.94,181.49,362.97,367.88,29.43,9.20
322,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
336,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
340,20180407,203,287,1,419.46,413.15,826.29,838.92,67.11,20.97
223,20180407,203,287,1,5.19,5.71,28.53,25.93,2.07,0.65
320,20180407,203,287,1,419.46,413.15,413.15,419.46,33.56,10.49
215,20180407,203,287,1,20.19,12.03,24.06,40.37,3.23,1.01
285,20180407,203,287,1,178.58,176.20,176.20,178.58,14.29,4.46
317,20180407,203,287,1,874.79,884.71,884.71,874.79,69.98,21.87
310,20180407,203,287,1,2146.96,2171.29,4342.59,4293.92,343.51,107.35
319,20180407,203,287,1,874.79,884.71,2654.12,2624.38,209.95,65.61
315,20180407,480,284,1,874.79,884.71,884.71,874.79,69.98,21.87
232,20180407,480,284,1,28.84,31.72,63.45,57.68,4.61,1.44
322,20180407,480,284,1,419.46,413.15,413.15,419.46,33.56,10.49
223,20180407,480,284,1,5.19,5.71,17.12,15.56,1.24,0.39
326,20180407,480,284,1,419.46,413.15,413.15,419.46,33.56,10.49
328,20180407,480,284,1,419.46,413.15,413.15,419.46,33.56,10.49
342,20180407,480,284,1,419.46,413.15,826.29,838.92,67.11,20.97
319,20180407,480,284,1,874.79,884.71,3538.83,3499.18,279.93,87.48
324,20180407,480,284,1,419.46,413.15,413.15,419.46,33.56,10.49
332,20180407,480,284,1,419.46,413.15,826.29,838.92,67.11,20.97
253,20180407,491,287,1,178.58,176.20,352.40,357.16,28.57,8.93
338,20180407,491,287,1,419.46,413.15,826.29,838.92,67.11,20.97
324,20180407,491,287,1,419.46,413.15,413.15,419.46,33.56,10.49
275,20180407,491,287,1,356.90,352.14,1056.42,1070.69,85.66,26.77
318,20180407,491,287,1,874.79,884.71,2654.12,2624.38,209.95,65.61
215,20180407,491,287,1,20.19,12.03,12.03,20.19,1.61,0.50
320,20180407,491,287,1,419.46,413.15,413.15,419.46,33.56,10.49
330,20180407,491,287,1,419.46,413.15,413.15,419.46,33.56,10.49
313,20180407,491,287,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
334,20180407,491,287,1,419.46,413.15,413.15,419.46,33.56,10.49
235,20180407,491,287,1,28.84,31.72,126.90,115.36,9.23,2.88
311,20180407,491,287,1,2146.96,2171.29,10856.47,10734.81,858.78,268.37
314,20180407,491,287,1,2146.96,2171.29,2171.29,2146.96,171.76,53.67
229,20180407,491,287,1,28.84,31.72,31.72,28.84,2.31,0.72
342,20180407,491,287,1,419.46,413.15,413.15,419.46,33.56,10.49
